name,orbit,orbit_period,star_brightness,star_temp,temp,radius_e,mass_e,density,discovered
WASP-104 b,0.02918,1.7554137,11.12,5475,1516,12.745,404.263,1.074,2014
K2-18 c,0.06,8.962,13.496,3457,363,,7.51,,2017
K2-18 b,0.1429,32.939623,13.496,3457,284,2.37,8.92,4.11,2015
KELT-19 A b,0.0637,4.6117093,9.885,7500,1935,21.409,1293.5681,0.744,2017
HD 4313 b,1.157,356.21,7.83,4943,,,612.45841,,2009
EPIC 220554210 c,,0.70531,14.042,,,1.48,,,2019
K2-282 b,0.0499,4.169836,14.042,,1057,2.82,,,2018
HD 183263 b,1.49,626.51599,7.861,5948,,,1255.4285,,2004
HD 183263 c,4.35,3070,7.861,5948,,,1134.61,,2008
xi Aql b,0.68,136.75,4.707,4780,,,890,,2007
WASP-65 b,0.0334,2.3114243,11.9,5600,1480,12.464,492.62,1.5,2013
HD 220773 b,4.94,3724.7,7.093,5940,,,460.8,,2011
WASP-52 b,0.0272,1.7497798,12,5000,1315,14.24,146.2,0.29,2012
K2-219 d,,11.137278,12.09,5753,,2.576,,,2018
K2-219 c,,6.66767,12.09,5753,,1.438,,,2018
K2-219 b,,3.901287,12.09,5753,,1.348,,,2018
K2-150 b,0.0727,10.59357,15.829,3499,,2,,,2018
WASP-176 b,0.0535,3.899052,12.01,5941,1721,16.87,271.74465,0.31,2020
bet Cnc b,1.7,605.2,3.53,4092.1,,,2479,,2014
CoRoTID 223977153 b,0.071,6.71837,,5970,938,6.389,47.6745,1.1,2017
GJ 504 b,43.5,,5.22,6234,510,,1271.3,,2013
K2-151 b,0.0373,3.835476,14.14,3695,566,1.49,,,2018
K2-220 b,0.1104,13.683256,11.89,5660,758,2.39,,,2018
K2-283 b,0.0291,1.921036,14.445,5060,1186,3.52,,,2018
HD 128311 b,1.084,453.019,7.51,,,,562.24127,,2002
HD 128311 c,1.74,921.538,7.51,,,,1204.25787,,2005
HAT-P-70 b,0.04739,2.74432452,,8450,2562,20.961,2154.8874,1.54,2019
WASP-38 b,,6.87188,9.447,6180,,13.787,1093.3352,,2010
HD 106252 b,2.61,1531,7.408,5874,,,2202.5619,,2002
HIP 41378 f,,1084,8.93,6226,,,,,2016
HIP 41378 e,,,8.93,6226,,,,,2016
HIP 41378 d,,1114,8.93,6226,,,,,2016
HIP 41378 c,,31.70648,8.93,6226,,,,,2016
HIP 41378 b,,15.572098,8.93,6226,,,,,2016
HD 89345 b,0.1066,11.8143,9.376,5576,1089,7.398,34.9613,0.471,2018
K2-221 b,,2.399094,12.703,5716,,1.679,,,2018
HAT-P-43 b,0.0443,3.332687,13.356,5645,1361,14.359,210.395,0.39,2012
CFBDSIR J145829+101343 b,2.6,10037.5,,580.5,370,,3337.1,,2011
K2-180 b,0.0753,8.867209,12.601,5358,731,2.31,,,2018
WASP-114 b,0.02851,1.5487743,12.743,5940,2043,15.009,562.24127,0.97,2016
K2-117 c,0.0492,5.444017,14.655,3778,537,2.06,,,2017
K2-117 b,0.0189,1.2916,14.655,3778,868,2.03,,,2017
HAT-P-57 b,,2.4653,10.465,6330,,19.504,448.1403,,2015
MASCARA-1 b,0.043,2.14878,8.273,7554,2570,16.814,1175.971,1.5,2017
EPIC 220674823 c,0.1091,13.339079,12.102,5617,741,2.73,,,2016
EPIC 220674823 b,0.0134,0.571331,12.102,5617,2119,1.82,,,2016
HD 14787 b,1.7,676.6,7.63,4946,,,356.28743,,2018
18 Del b,2.6,993.3,5.506,4979,,,3273.5,,2008
K2-97 b,0.086,8.406726,12.611,4717,1499,10.61,,,2016
K2-181 b,0.0706,6.894256,12.749,5608,962,2.84,,,2018
HD 45652 b,0.237,44.073,8.1,5294,,,137.62039,,2008
K2-182 b,0.0529,4.736837,11.997,5165,885,2.76,,,2018
GJ 3998 c,0.089,13.74,10.83,3722,,,6.26,,2016
GJ 3998 b,0.029,2.64977,10.83,3722,,,2.47,,2016
HD 196885 A b,2.37,1333,6.398,6254,,,819.97,,2007
K2-98 b,0.0974,10.136448,12.166,6172,1092,5.2,,,2016
NGC 2682 YBP 401 b,,4.087,13.7,6165,,,146.2018,,2016
NGC 2682 Sand 364 b,0.53,121.71,9.8,4284,,,2126.2827,,2014
HD 170469 b,2.24,1145,8.21,5842,,,209.7678,,2007
GJ 480 b,0.068,9.567,11.51,,,,13.2,,2020
K2-222 b,0.1211,15.387063,9.543,6058,801,2.39,,,2018
NGC 2682 Sand 978 b,,511.21,9.71,4200,,,692.8694,,2017
NGC 2682 YBP 1194 b,,6.959,14.6,5780,,,101.7056,,2014
EPIC 248847494 b,4.5,3650,12.416,4898,183,12.442,4131.79,,2018
K2-268 b,0.0308,2.151894,13.853,5068,1121,1.41,,,2018
K2-268 c,0.0819,9.326841,13.853,5068,688,2.69,,,2018
NGC 2682 YBP 1514 b,,5.118,14.77,5725,,,127.132,,2014
HD 148164 b,0.993,328.55,8.23,6032,,,390.9309,,2018
HD 148164 c,6.15,5062,8.23,6032,,,1640.0028,,2018
K2-114 b,0.0954,11.391013,14.556,5044,661,10.67,,,2017
HD 152581 b,1.66,686.5,8.38,5027,,,594.02427,,2011
HAT-P-65 b,0.03951,2.6054552,13.145,5835,1930,21.185,167.49641,0.096,2016
HAT-P-50 b,0.0453,3.1220109,11.762,6280,1862,14.437,429.0705,0.78,2015
K2-115 b,0.143,20.272615,13.362,5657,619,12.06,,,2017
HD 31253 b,1.26,466,7.133,6130,,,197.0546,,2010
Ross 458 c,1100,,9.72,3621,,14.011,1906.98,,2010
K2-77 b,,8.199796,12.158,4970,,2.3,603.877,,2016
HD 89307 b,3.27,2166,7.009,5955,,,670.6213,,2009
PSR B1257+12 c,0.36,66.5419,,,,,4.3,,1992
PSR B1257+12 b,0.19,25.262,,,,,0.02,,1994
PSR B1257+12 d,0.46,98.2114,,,,,3.9,,1992
NN Ser d,3.43,2883.5,,57000,,,731,,2010
NN Ser c,5.35,5573.55,,57000,,,2329.6,,2010
HD 73534 b,2.99,1750,8.23,4917,,,353.42696,,2008
K2-269 b,0.0531,4.144965,11.784,6209,1429,1.57,,,2018
GJ 9066 b,0.403,241.883,12.27,,,,30.9,,2020
GJ 9066 c,0.87,767.887,12.27,,,,71.6,,2020
HD 75784 c,8.4,7900,7.84,4867,,,1792.5612,,2018
HD 75784 b,1.032,341.2,7.84,4867,,,317.83,,2014
HD 145934 b,4.6,2730,8.5,,,,724.62,,2015
K2-105 b,0.0796,8.267704,11.752,5464,814,3.37,,,2017
K2-79 b,0.0987,10.99573,12.075,5926,,3.69,,,2016
K2-270 c,0.0497,4.400028,13.782,4877,848,2.95,,,2018
K2-270 b,0.0247,1.543069,13.782,4877,1203,1.38,,,2018
HD 72490 b,1.88,858,7.82,4934,,,561.92344,,2018
K2-80 c,0.0596,5.605,12.626,5441,,1.47,,,2016
K2-80 b,0.135,19.0918,12.626,5441,,2.01,,,2016
K2-80 d,,28.867253,12.626,5441,,2.552,,,2018
KELT-17 b,0.04881,3.0801716,9.286,7454,2087,17.094,416.3573,0.46,2016
70 Vir b,0.481,116.688,4.97,5495,,,2357.02728,,1996
K2-183 b,,0.469269,12.846,5519,,2.599,,,2018
K2-183 c,0.0932,10.792635,12.846,5519,787,2.87,,,2018
K2-183 d,0.1527,22.631964,12.846,5519,615,2.86,,,2018
HD 1502 b,1.262,428.5,8.36,4947,,,874.0325,,2011
HD 102272 b,0.51,127.58,8.69,4790,,,1570.0802,,2008
HAT-P-24 b,,3.35524,11.818,6373,,14.572,238.3725,,2010
HD 80653 b,0.0166,0.719573,9.452,,,1.613,5.6,7.4,2020
K2-184 b,0.1229,16.995731,10.345,5220,580,1.55,,,2018
K2-81 b,0.059,6.102325,14.364,4674.13,,1.97,,,2016
BD+15 2375 b,0.576,153.22,10.31,4649,,,337.21763,,2016
BD+14 4559 b,0.78,268.94,9.63,4864,,,330.5432,,2009
K2-185 b,,10.616646,12.215,5722,,1.313,,,2018
HN Peg b,773,,5.95,5974,,11.777,6991.57,,2006
K2-25 b,,3.484552,15.881,3180,,3.43,,,2015
HD 285507 b,0.06,6.0881,10.267,4503,,,311.4734,,2013
GJ 3470 b,0.0355,3.3366496,12.33,3600,594,4.57,13.9,0.8,2012
HD 142245 b,2.78,1299,7.63,4922,,,975.7381,,2011
BD+15 2940 b,0.539,137.48,9.046,4796,,,352.78,,2013
K2-83 b,0.03014,2.74697,14.514,3910,,1.244,,,2016
K2-83 c,0.07131,9.99767,14.514,3910,,1.483,,,2016
K2-173 b,,5.868699,12.403,5580,,1.608,,,2018
K2-118 b,0.245,50.92092,14.049,4726.29,,2.54,,,2017
K2-263 b,0.2573,50.818947,11.606,5368,470,2.41,14.8,5.7,2018
HD 210702 b,1.148,354.1,5.93,4951,,,574.63664,,2007
K2-271 b,0.077,8.562421,13.827,5644,893,7.28,,,2018
EPIC 246851721 b,0.07229,6.180235,11.439,6202,1401,11.781,953.49,3.1,2018
K2-174 b,0.126,19.562307,12.424,4455,455,2.6,,,2018
K2-308 b,,3.38628,14.963,6100,,9.916,,,2019
K2-108 b,0.0581,4.733999,12.33,5599,1360,5.33,,,2017
2MASS J21402931+1625183 A b,,7336.5,,2300,2075,10.31,6657.48,,2009
WISEP J121756.91+162640.2 A b,8,,,575,450,10.468,6992,,2012
HD 231701 b,0.567,141.63,8.97,6101,,,359.1479,,2007
alf Tau b,1.46,628.96,0.85,4055,,,2056.3601,,2015
HD 220197 b,2.729,1728,9,5683,,,63.566,,2018
K2-84 c,0.1768,27.86,13.443,5652,,2.03,,,2016
K2-84 b,0.0665,6.4215,13.443,5652,,2.41,,,2016
HAT-P-23 b,,1.21288,12.432,5905,,12.218,425.8922,,2010
K2-260 b,0.0404,2.6266657,12.689,6367,1957,17.396,451.3186,0.5,2018
Teegarden's Star c,0.0443,11.409,15.08,2904,,,1.11,,2019
Teegarden's Star b,0.0252,4.91,15.08,2904,,,1.05,,2019
K2-119 b,0.0698,7.727283,14.883,4740,666,2.53,,,2017
Wendelstein-2 b,0.0234,1.7522239,,4591,2470,12.993,232.33373,0.62,2020
GU Psc b,2000,,13.55,,1050,14.179,3591.3,,2014
HD 59686 A b,1.086,299.36,5.442,4658,,,2199.3836,,2016
K2-120 b,0.078,9.562742,14.045,4349.9,,2.01,,,2017
TAP 26 b,0.0968,10.79,,4620,,,527.5978,,2017
tau Boo b,0.049,3.3124568,4.5,6400,,,1373.0256,,1996
HD 24040 b,4.92,3668,7.493,5802,,,1226.8238,,2006
HD 114762 b,0.36,83.9151,7.301,5869,,,3397.6027,,1989
K2-272 b,0.1081,14.453533,13.841,5419,655,2.91,,,2018
Wendelstein-1 b,0.0282,2.663416,,4251,2198,11.561,188.15536,0.72,2020
K2-121 b,0.0525,5.185761,13.319,4551,723,7.5,,,2017
K2-175 b,,9.525988,10.836,5909,,2.038,,,2018
EPIC 211822797 b,0.131,21.169861,15.256,4148.21,,1.98,,,2016
11 Com b,1.29,326.03,4.74,4742,,,6165.6,,2007
HAT-P-39 b,0.0509,3.54387,12.422,6430,1752,17.609,190.372,0.19,2012
HD 87646 b,0.117,13.481,8,5770,,,3941.092,,2016
K2-176 b,,5.329439,12.893,5428,,1.491,,,2018
DP Leo b,8.19,10220,,13500,,,1922.79,,2009
HAT-P-34 b,0.06774,5.452654,10.162,6442,,13.417,1058.3739,2.5,2011
HD 88133 b,0.0479,3.414884,8.01,5392,,,90.42263,,2004
HD 98736 b,1.864,968.8,7.93,5271,,,740.5439,,2018
HD 131496 b,2.01,896,7.8,4846,,,572.094,,2011
K2-288 B b,0.164,31.393463,13.868,3341,226,1.9,,,2018
WASP-21 b,0.052,4.322482,11.58,5800,,11.99,95.345,0.32,2010
K2-85 b,0.01263,0.684533,12.831,4268,,1.01,,,2016
Gl 686 b,0.091,15.53,9.577,3656,,,6.624,,2018
K2-86 b,0.077,8.77683,13.167,5482,,1.96,,,2016
HD 219828 b,0.0507,3.83492,8.04,5807,,,20.97678,,2007
HD 219828 c,5.79,4682,8.04,5807,,,4640.318,,2016
K2-232 b,0.10356,11.168454,9.899,6154,1030,11.209,126.49634,,2018
HD 195019 b,0.14,18.20132,6.87,5751,,,1264.9634,,1998
K2-186 b,,41.474219,12.307,5784,,3.172,,,2018
K2-87 b,0.094,9.726618,14.134,5747,979,7.6,,,2016
HD 209458 b,,3.52474859,7.632,6091,,15.581,232.0159,,1999
K2-101 b,,14.677286,12.957,4819,,2,,,2016
HD 285968 b,0.066,8.7836,10.038,3679,450,,8.4,,2008
K2-95 b,0.0696,10.134016,15.498,3548,383,3.88,,,2016
K2-273 b,0.0974,11.716332,13.371,5200,672,4.42,,,2018
HD 208897 b,1.05,352.7,6.51,4860,,,444.962,,2017
K2-146 b,,2.6446,16.248,3385,,2.05,5.77,3.69,2018
K2-146 c,,4.00498,16.248,3385,,2.19,7.49,3.92,2019
K2-88 b,0.0345,4.6122,15.476,3537,,1.23,,,2016
eps Tau b,1.93,594.9,3.54,4901,,,2415.406,,2006
Pr0211 c,5.5,4850,12.06,5300,,,2475.8957,,2016
Pr0211 b,0.03176,2.1461,12.06,5300,,,597.5204,,2012
EPIC 211945201 b,0.1493,19.49221,10.154,6069,817,5.76,,,2018
TYC 1422-614-1 b,0.69,198.4,10.21,4806,,,794.5,,2014
TYC 1422-614-1 c,1.37,559.3,10.21,4806,,,3178,,2014
K2-264 c,0.11283,19.660302,15.318,3660,331,2.668,,,2018
K2-264 b,0.05023,5.840002,15.318,3660,496,2.231,,,2018
K2-104 b,0.023,1.974238,15.149,3546.46,,1.96,,,2016
K2-102 b,,9.915615,13.2,4695,,1.3,,,2016
gam 1 Leo b,1.19,428.5,1.98,4330,,,2790.43,,2009
BD+20 2457 c,2.01,621.99,9.75,4259,,,3963.17,,2009
BD+20 2457 b,1.05,379.63,9.75,4259,,,17668.1697,,2009
HD 10697 b,2.14,1075.69,6.27,5600,,,2028.70889,,1999
K2-100 b,0.0296,1.673833,10.651,6168,1748,3.59,,,2016
V1298 Tau c,0.0825,8.24958,10.116,,968,5.59,,,2019
V1298 Tau d,0.1083,12.4032,10.116,,845,6.41,,,2019
V1298 Tau e,0.308,60,10.116,,492,8.74,,,2019
V1298 Tau b,0.1688,24.1396,10.116,,677,10.27,,,2019
Pr0201 b,0.06,4.4264,10.52,6174,,,171.6282,,2012
K2-284 b,0.04771,4.795069,13.322,4140,653,2.78,,,2018
HD 5891 b,0.64,177.11,8.25,4673,,,2425.0429,,2011
K2-122 b,0.0285,2.219282,13.15,4027,814,1.21,,,2017
HD 81040 b,1.94,1001.70001,7.72,5755,,,2310.6241,,2005
K2-274 b,0.1064,14.129714,13.086,5065,589,2.2,,,2018
HD 100655 b,0.68,157.57001,6.45,4891,,,511.7063,,2011
HD 4203 c,6.95,6700,8.687,5596,,,689.66,,2014
HD 4203 b,1.17,431.88,8.687,5596,,,708.7609,,2001
K2-275 c,0.075,8.438756,12.063,4812,660,2.34,,,2018
K2-275 b,0.04,3.280961,12.063,4812,905,2.24,,,2018
K2-89 b,0.01462,1.096026,14.162,3691,,0.615,,,2016
BD+20 594 b,,41.6855,11.038,5766,,2.578,22.2481,,2016
HD 37124 d,2.807,1862,7.7,,,,221.20968,,2005
HD 37124 b,0.53364,154.378,7.7,,,,214.53525,,2002
HD 37124 c,1.71,885.5,7.7,,,,207.22516,,2002
K2-177 b,,14.155185,12.645,6063,,2.116,,,2018
51 Peg b,0.0527,4.230785,5.5,5793,,,150.009,,1995
BD+20 274 b,1.3,578.2,9.36,4296,,,1334.886,,2012
G 9-40 b,0.0385,5.746007,13.823,3348,456,2.025,,,2019
HIP 14810 c,0.549,147.747,8.52,5544,,,416.3573,,2006
HIP 14810 b,0.0696,6.673892,8.52,5544,,,1239.537,,2005
HIP 14810 d,1.94,981.8,8.52,5544,,,187.5197,,2009
HR 8799 e,16.4,,5.953,7400,1150,13.115,3178.3,,2010
HR 8799 d,24,37000,5.953,7400,,13,3000,,2008
HR 8799 c,38,69000,5.953,7400,,13,3000,,2008
HR 8799 b,68,170000,5.953,7400,,13,2000,,2008
HD 208527 b,2.1,875.5,6.4,4035,,,3146.4,,2012
HD 3651 b,0.295,62.25,5.86,5221,,,72.46524,,2003
K2-111 b,0.057,5.3518,11.137,5775,,1.82,5.29,4.8,2017
K2-111 c,0.1166,15.6785,11.137,5775,,,11.3,,2020
K2-155 c,0.0946,13.85,12.806,4258,583,2.6,,,2018
K2-155 b,0.0562,6.342,12.806,4258,708,1.8,,,2018
K2-155 d,0.1937,40.718,12.806,4258,381,1.9,,,2018
K2-123 b,0.1649,30.951524,14.781,4035,338,2.76,,,2017
K2-291 b,0.03261,2.225177,10.014,5520,,1.589,6.49,8.84,2019
WASP-186 b,0.06,5.026799,,6361,,12.442,1341.2426,3.821,2020
WASP-14 b,,2.24375,9.75,6475,,15.468,2809.6172,,2008
HD 108863 b,1.32,437.7,7.71,4878,,,767.24162,,2011
Qatar-6 b,0.0423,3.506195,11.438,5052,1006,11.904,212.31044,,2017
K2-34 b,0.0426,2.995633,11.548,6071,1559,13.96,,,2016
K2-30 b,0.04839,4.098503,13.53,5425,1092,11.646,184.02357,0.64,2016
LkCa 15 c,18.6,,12.025,,,,,,2015
LkCa 15 b,14.7,,12.025,,,,,,2015
K2-178 b,,8.747818,12.403,5525,,3.558,,,2018
K2-90 c,0.035,2.900706,13.855,4484,,1.3,,,2016
K2-90 b,0.096,13.733314,13.855,4484,502,2.6,,,2016
K2-276 b,0.1291,18.718269,14.627,5139,583,3.77,,,2018
HD 189733 b,,2.21857567,7.67,5052,,12.666,359.1479,,2005
CI Tau b,,8.9891,12.939,,,,3686.828,,2019
HD 111591 b,2.5,1056.4,6.427,4884,,,1398.452,,2017
HD 108874 c,2.659,1624,8.738,5600,,,314.64,,2005
HD 108874 b,1.04,394.48123,8.738,5600,,,451.3186,,2002
K2-136 b,,7.975292,10.9,4499,553,0.99,,,2017
K2-136 c,,17.307137,10.9,4499,425,2.91,,,2017
K2-136 d,,25.575065,10.9,4499,373,1.45,,,2017
2MASS J04414489+2301513 b,15,,,,,,2383.6,,2010
WASP-56 b,,4.6171,11.484,5600,,10.536,143.0235,,2012
K2-124 b,0.049,6.413651,15.105,3570,442,2.9,,,2017
K2-187 b,0.0164,0.77392,13.081,5484,1815,1.3,,,2018
K2-187 c,0.0392,2.872042,13.081,5484,1173,1.8,,,2018
K2-187 d,0.072,7.14921,13.081,5484,865,3.17,,,2018
K2-187 e,0.1106,13.609878,13.081,5484,698,2.38,,,2018
K2-188 c,0.0785,7.810253,12.646,5977,1026,2.83,,,2018
K2-188 b,0.0289,1.742169,12.646,5977,1692,1.35,,,2018
HD 79498 b,2.98,1807,8.05,5748,,,425.8922,,2011
alf Ari b,1.2,380.8,2,4553,,,572.07,,2010
K2-179 b,,5.172191,12.956,5015,,2.513,,,2018
HD 14067 b,3.4,1455,6.53,4815,,,2479,,2014
HAT-P-68 b,0.02996,2.29840551,13.937,4508,1028,12.016,230.10892,0.727,2020
KELT-8 b,,3.24406,10.833,5754,,18.159,209.7678,,2015
HD 94834 b,2.74,1576,7.6,4798,,,400.4658,,2018
K2-91 b,0.0164,1.419549,15.572,3622,,1.1,,,2016
HD 50554 b,2.353,1293,6.84,5987,,,1574.464,,2002
HAT-P-20 b,0.0361,2.875317,11.339,4595,970,9.718,2302.899,13.78,2010
K2-29 b,0.04217,3.2588321,12.526,5358,1171,13.339,232.0159,0.53,2016
GJ 3779 b,0.026,3.0232,12.96,3324,,,8,,2018
V830 Tau b,0.057,4.927,12.377,4250,,,222.481,,2016
K2-26 b,0.0962,14.5665,14.53,3785,430,2.67,,,2016
30 Ari B b,0.99,335.10001,6.962,6331,,,4392.4106,,2009
HD 116029 c,,907,8.04,4819,,,403.6441,,2018
HD 116029 b,1.65,670,8.04,4819,,,444.962,,2011
TCP J05074264+2447555 b,0.5,,,,,,9.2,,2018
WASP-59 b,0.0697,7.919585,13,4650,670,8.687,274.276,2.4,2012
K2-133 b,0.03194,3.07133,14.288,3655,,1.34,,,2017
K2-133 c,0.04341,4.86784,14.288,3655,,1.603,,,2017
K2-133 d,0.07487,11.02454,14.288,3655,,2.003,,,2017
K2-133 e,0.1346,26.5841,14.288,3655,296,1.73,,,2019
FU Tau b,800,,,2838,2375,,5085.28,,2008
HAT-P-25 b,0.0466,3.65281514,13.19,5519,1182,12.722,180.84527,0.483,2010
HD 12661 c,2.8145,1708,7.425,5645,,,575.884,,2002
HD 12661 b,0.84,262.70862,7.425,5645,,,772.3269,,2000
HAT-P-54 b,0.04117,3.799847,13.6,4390,818,10.581,241.5508,1.118,2015
KELT-4 A b,0.04317,2.9895932,9.98,6206,1823,19.044,286.68266,0.228,2016
WASP-187 b,0.0653,5.147878,,6150,,18.383,254.264,0.224,2020
HD 97658 b,,9.4909,7.71,5175,,2.354,8.88263,,2010
HAT-P-55 b,0.04604,3.5852467,13.207,5808,1313,13.249,184.97706,0.435,2015
GJ 649 b,1.135,598.3,9.69,3700,,,104.244,,2009
HD 177830 b,1.14,410.10001,7.177,4901,,,537.1327,,1999
HD 177830 c,0.5137,110.9,7.177,4901,,,47.6725,,2010
mu Leo b,1.1,357.8,3.88,4538.2,,,762.8,,2014
HD 203030 b,487.1,,8.425,,1206,,7656.097,,2006
HD 164922 d,0.103,12.458,6.99,5390,,,4,,2020
HD 164922 c,0.341,75.74,6.99,5390,,,13,,2016
HD 164922 b,2.16,1207,6.99,5390,,,116,,2005
HD 32963 b,3.41,2372,7.6,5727,,,222.481,,2015
V0391 Peg b,1.7,1170,14.57,29300,,,1017.056,,2007
HAT-P-31 b,,5.00542,11.66,6065,,12.218,721.4741,,2011
DH Tau b,330,,,,,,3496,,2004
HAT-P-49 b,,2.69155,10.326,6820,,17.822,699.226,,2014
GJ 436 b,0.0291,2.64388312,10.67,,,4.17,22.1,1.8,2004
HD 145457 b,0.76,176.3,6.566,4769,,,708.7609,,2010
eps CrB b,1.3,417.9,4.15,4406,,,2129.461,,2012
HAT-P-56 b,,2.79083,10.908,6566,,16.926,734.1873,,2015
HD 202696 c,2.342,946.6,8.23,5040,,,592.43512,,2019
HD 202696 b,1.566,517.8,8.23,5040,,,634.38868,,2019
HD 158038 b,1.5,521,7.64,4860,,,486.2799,,2011
HD 63433 b,0.0719,7.10793,6.9,5640,,2.15,,,2020
HD 63433 c,0.1458,20.5453,6.9,5640,,2.67,,,2020
HD 113996 b,1.6,610.2,4.82,4181,,,2002.329,,2017
HD 62509 b,1.64,589.64,1.14,4946,,,731,,2006
HD 188015 b,1.203,461.2,8.234,5746,,,476.72,,2004
XO-1 b,,3.94153,11.19,5750,,12.778,263.7989,,2006
55 Cnc f,0.788,262,5.96,5196,,,44.812,,2007
55 Cnc e,0.01544,0.736539,5.96,5196,,1.91,8.08,6.4,2004
55 Cnc c,0.241376,44.4175,5.96,5196,,,54.4738,,2004
55 Cnc b,0.115227,14.65152,5.96,5196,,,263.9785,,1996
55 Cnc d,5.503,4825,5.96,5196,,,1232.493,,2002
HD 185269 b,0.077,6.83776,6.67,5923,,,321.0083,,2006
HD 8574 b,0.76,227,7.112,6064,,,645.1949,,2002
HAT-P-52 b,0.03694,2.7535953,14.068,5131,1218,11.31,259.98494,0.98,2015
HIP 109600 b,0.706,232.08,9.16,5530,,,851.7844,,2016
HD 156668 b,0.05,4.6455,8.42,4850,,,4.15,,2010
HD 9446 b,0.189,30.052,8.369,5793,,,222.472,,2009
HD 9446 c,0.654,192.9,8.369,5793,,,578.426,,2009
HD 164595 b,0.23,40,7.1,5790,,,16.14,,2015
omi CrB b,0.83,187.83,5.51,4749,,,476.745,,2012
WASP-12 b,0.0232,1.09142,11.69,6360,2593,21.712,465.62095,0.267,2008
WASP-135 b,0.0243,1.4013794,13.28,5675,,14.572,603.877,1.16,2015
HD 190360 c,0.1304,17.111,5.73,5552,,,19.069,,2005
HD 190360 b,3.97,2915.03687,5.73,5552,,,489.4582,,2003
tau Gem b,1.17,305.5,4.42,4388,,,6547,,2013
HD 148284 b,0.974,339.331,9.01,5572,,,10710.871,,2018
HD 17674 b,1.42,623.8,7.56,5904,,,276.5121,,2017
HAT-P-17 c,5.6,5584,10.54,5246,,,1080.6,,2010
HAT-P-17 b,,10.33852,10.54,5246,,11.769,184.3414,,2010
KELT-6 b,,7.8457,10.418,6102,,14.572,165.2716,,2014
KELT-6 c,2.39,1276,10.418,6102,,,1179.1493,,2015
WASP-11 b,,3.72247,11.6,4800,,12.442,251.0857,,2008
KELT-2 A b,,4.11379,8.713,6327,,15.132,540.311,,2012
HIP 57274 b,0.07,8.1352,8.98,4510,,,6.3566,,2011
HIP 57274 d,1.01,431.7,8.98,4510,,,167.4,,2011
HIP 57274 c,0.178,32.03,8.98,4510,,,130,,2011
HD 1605 c,3.584,2149,7.52,4915,,,1150.5446,,2015
HD 1605 b,1.492,577.2,7.52,4915,,,296.85322,,2015
WASP-60 b,,4.305,12.18,5900,,9.864,174.8065,,2012
KELT-20 b,0.0542,3.4741085,7.58,8720,2262,19.515,1074.90106,0.806,2017
WASP-10 b,0.03781,3.0927616,12.7,4675,1370,12.106,1001.12,4.14,2008
HD 67087 c,3.86,2374,8.05,6330,,,1540,,2015
HD 67087 b,1.08,352.2,8.05,6330,,,973,,2015
KELT-16 b,0.02044,0.9689951,11.898,6236,2453,15.861,874.0325,1.2,2017
HD 214823 b,3.23,1854.4,8.06,5933,,,6451.949,,2016
HD 22781 b,1.167,528.07,8.766,5027,,,4338.2,,2011
HD 180314 b,1.46,396.03,6.608,4924,,,6397.9179,,2010
WASP-1 b,0.03889,2.5199454,11.79,,,16.623,271.415,0.348,2007
HAT-P-38 b,0.0523,4.640382,12.557,5330,1082,9.247,84.857,0.59,2012
HD 13189 b,1.25,471.60001,7.556,4175,,,3480.2385,,2005
KELT-21 b,0.05224,3.6127647,,7598,2051,17.777,1242.7153,1.24,2018
HAT-P-51 b,0.05069,4.2180278,13.44,5449,1192,14.493,98.20947,0.178,2015
HAT-P-18 b,0.0559,5.508023,12.759,4803,852,11.153,62.61,0.25,2010
HD 75898 b,1.191,422.9,8.03,5963,,,861.3193,,2007
rho CrB b,0.2196,39.8458,5.41,5627,614,,332.1,,1997
rho CrB c,0.4123,102.54,5.41,5627,448,,25,,2016
KELT-7 b,,2.73477,8.54,6768,,17.934,441.7837,,2015
HD 155358 c,1.02,391.9,7.27,5905,,,261,,2007
HD 155358 b,0.63,194.3,7.27,5905,,,314.6517,,2007
HD 332231 b,0.1436,18.71204,8.56,6089,876,9.718,77.55052,0.464,2020
HAT-P-33 b,,3.47447,11.188,6446,,20.737,292.4036,,2011
WASP-13 b,,4.35301,10.42,5950,,13.675,114.4188,,2009
HD 5608 b,1.911,779.9,5.99,4877,,,534.27223,,2012
HD 42012 b,1.67,857.5,8.44,5405,,,508.528,,2017
HD 87883 b,3.58,2754,7.55,4915,,,489.4582,,2009
HD 187123 c,4.89,3810,7.832,5830,,,632.46,,2008
HD 187123 b,0.0426,3.0965828,7.832,5830,,,166.218,,1998
HD 8673 b,3.02,1634,6.31,6472,,,4513,,2009
HD 178911 B b,0.34,71.484,7.792,5588,,,2552.1749,,2001
HAT-P-19 b,0.0466,4.008778,12.901,4990,1010,12.689,92.802,0.25,2010
HAT-P-28 b,0.0434,3.257215,13.03,5680,1384,13.585,198.953,0.44,2011
HD 82886 b,1.58,705,7.78,4953,,,740.5439,,2011
HD 180053 b,0.843,213.72,7.93,5131,,,697.31902,,2018
HD 5583 b,0.53,139.35,7.6,4830,,,1837.0574,,2016
HAT-P-8 b,,3.07634,10.3,6200,,15.693,406.8224,,2008
kap CrB b,2.65,1285,4.79,4871,,,575.59013,,2007
WASP-3 b,,1.84683,10.5,6400,,15.917,772.3269,,2007
GJ 411 b,0.0785,12.9532,7.49,3563,350,,2.99,,2019
